Norte de Santander	Herrán	54347	0,35	0,3	Alta	0,19	0,08
Tolima	Hervéo	73347	0,2	0,2	Intermedia	0,16	0,08
Antioquia	Hispania	5353	0,25	0,3	Alta	0,16	0,1
Huila	Hobo	41349	0,3	0,2	Alta	0,2	0,08
Tolima	Honda	73349	0,2	0,2	Intermedia	0,1	0,06
Tolima	Ibagué	73001	0,2	0,2	Intermedia	0,15	0,08
Tolima	Icononzo	73352	0,2	0,2	Intermedia	0,08	0,05
Nariño	Iles	52352	0,25	0,25	Alta	0,11	0,07
Nariño	Imúes	52354	0,25	0,25	Alta	0,11	0,07
Cauca	Inzá	19355	0,25	0,2	Alta	0,12	0,06
Nariño	Ipiales	52356	0,3	0,25	Alta	0,16	0,08
Huila	Iquira	41357	0,25	0,2	Alta	0,16	0,06
Huila	Isnos	41359	0,25	0,2	Alta	0,19	0,07
Antioquia	Itagüí	5360	0,15	0,2	Intermedia	0,14	0,08
Chocó	Itsmína	27361	0,4	0,4	Alta	0,23	0,1
Antioquia	Ituango	5361	0,2	0,2	Intermedia	0,09	0,05
Boyacá	Iza	15362	0,2	0,25	Alta	0,16	0,08
Cauca	Jambaló	19364	0,25	0,2	Alta	0,11	0,06
Valle del Cauca	Jamundí	76364	0,25	0,25	Alta	0,16	0,1
Antioquia	Jardín	5364	0,25	0,3	Alta	0,2	0,11
Boyacá	Jenesano	15367	0,2	0,25	Alta	0,15	0,07
Boyacá	Jericó	15368	0,25	0,25	Alta	0,16	0,08
Antioquia	Jericó.	5368	0,25	0,25	Alta	0,18	0,1
Cundinamarca	Jerusalén	25368	0,2	0,2	Intermedia	0,16	0,06
Santander	Jesús Maria	68368	0,15	0,15	Intermedia	0,1	0,06
Santander	Jordán	68370	0,2	0,25	Alta	0,1	0,07
Atlántico	Juan de Acosta	8372	0,1	0,1	Baja	0,04	0,03
Cundinamarca	Junín	25372	0,2	0,25	Alta	0,16	0,06
Chocó	Juradó	27372	0,4	0,4	Alta	0,24	0,1
Córdoba	La Apartada	23350	0,15	0,2	Intermedia	0,08	0,04
Huila	La Argentina	41378	0,25	0,15	Alta	0,19	0,07
Santander	La Belleza	68377	0,15	0,15	Intermedia	0,16	0,07
Cundinamarca	La Calera	25377	0,15	0,2	Intermedia	0,11	0,05
Boyacá	La Capilla	15380	0,2	0,25	Alta	0,16	0,07
Antioquia	La Ceja	5376	0,15	0,2	Intermedia	0,13	0,07
Risaralda	La Celia	66383	0,3	0,3	Alta	0,2	0,1
Amazonas	La Chorrera	91405	0,05	0,05	Baja	0,04	0,02
Nariño	La Cruz	52378	0,25	0,25	Alta	0,16	0,08
Valle del Cauca	La Cumbre	76377	0,25	0,25	Alta	0,11	0,08
Caldas	La Dorada	17380	0,15	0,2	Intermedia	0,11	0,06
Norte de Santander	La Esperanza	54385	0,2	0,2	Intermedia	0,05	0,03
Antioquia	La Estrella	5380	0,15	0,25	Alta	0,15	0,08
Nariño	La Florida	52381	0,25	0,25	Alta	0,12	0,07
Cesar	La Gloria	20383	0,15	0,15	Intermedia	0,08	0,04
Guainía	La Guadalupe	94885	0,05	0,05	Baja	0,04	0,02
Cesar	La Jagua de Ibirico	20400	0,1	0,1	Baja	0,08	0,04
Guajira	La Jagua del Pilar	44420	0,1	0,1	Baja	0,05	0,03
Nariño	La Llanada	52385	0,3	0,3	Alta	0,11	0,07
Meta	La Macarena	50350	0,05	0,1	Baja	0,03	0,02
Caldas	La Merced	17388	0,25	0,25	Alta	0,21	0,1
Cundinamarca	La Mesa	25386	0,15	0,2	Intermedia	0,14	0,06
Caquetá	La Montañita	18410	0,1	0,15	Intermedia	0,05	0,03
Cundinamarca	La Palma	25394	0,15	0,2	Intermedia	0,16	0,06
Santander	La Paz	68397	0,15	0,15	Intermedia	0,14	0,09
Cesar	La Paz.	20621	0,1	0,1	Baja	0,06	0,03
Amazonas	La Pedrera	91407	0,05	0,05	Baja	0,04	0,02
Cundinamarca	La Peña	25398	0,15	0,2	Intermedia	0,16	0,06
Antioquia	La Pintada	5390	0,25	0,25	Alta	0,16	0,09
Huila	La Plata	41396	0,25	0,15	Alta	0,19	0,07
Norte de Santander	La Playa	54398	0,2	0,15	Intermedia	0,06	0,03
Vichada	La Primavera	99524	0,05	0,05	Baja	0,04	0,02
Casanare	La salina	85136	0,3	0,3	Alta	0,16	0,08
Cauca	La Sierra	19392	0,25	0,2	Alta	0,16	0,08
Quindío	La Tebaida	63401	0,25	0,25	Alta	0,18	0,09
Nariño	La Tola	52390	0,5	0,4	Alta	0,16	0,08
Valle del Cauca	La Unión	76400	0,25	0,25	Alta	0,16	0,13
Antioquia	La Unión,	5400	0,15	0,2	Intermedia	0,12	0,06
Sucre	La Unión.	70400	0,15	0,15	Intermedia	0,05	0,04
Nariño	La Unión..	52399	0,25	0,25	Alta	0,12	0,07
Meta	La Uribe	50370	0,25	0,25	Alta	0,1	0,04
Boyacá	La Uvita	15403	0,25	0,25	Alta	0,16	0,08
Cundinamarca	La Vega	25402	0,15	0,2	Intermedia	0,12	0,06
Cauca	La Vega.	19397	0,25	0,2	Alta	0,16	0,07
Valle del Cauca	La Victoria	76403	0,25	0,25	Alta	0,15	0,1
Boyacá	La Victoria.	15401	0,15	0,15	Intermedia	0,16	0,08
Amazonas	La Victoria..	91430	0,05	0,05	Baja	0,04	0,02
Risaralda	La Virginia	66400	0,25	0,3	Alta	0,2	0,1
Norte de Santander	Labateca	54377	0,35	0,3	Alta	0,14	0,06
Boyacá	Labranzagrande	15377	0,3	0,25	Alta	0,16	0,08
Santander	Landázuri	68385	0,15	0,15	Intermedia	0,1	0,06
Santander	Lebrija	68406	0,25	0,2	Alta	0,13	0,09
Nariño	Leiva	52405	0,3	0,25	Alta	0,15	0,08
Meta	Lejanías	50400	0,3	0,25	Alta	0,19	0,08
